Canonical_Word	Aliases
pelter	pelter, peltr, peltre
pelteri	pelteri, peltery
peltri	peltri, peltrie, peltrii, peltry, peltrye
peltria	peltria
pelvi	pelvi, pelvy
pelvibu	pelvibu
pelvium	pelvium
pelw	pelw, pelwe
pelwi	pelwi, pelwy
pelwou	pelwou
pen	pen, penne
penar	penar, pener, pennar, pennare, penner, pennere
penarii	penarii, pennarii
penariorum	penariorum, pennariorum
penartific	penartific, penartifice
penartiphi	penartiphi, pennartiphi
penarum	penarum, pennarum
pendant	pendant, pendante, pendent, pendente
pendaunt	pendaunt
pendencium	pendencium
pendenti	pendenti
pendentibu	pendentibu
pendentium	pendentium
peneri	peneri, penneri
peneston	peneston, penestone, penneston, pennestone
penet	penet, pennete, pennette
peni	peni, penni, penny, peny
penikston	penikston, penikstone
penir	penir, penyr
penis	penis
penistan	penistan, penystan
peniston	peniston, pennyston, pennystone, penyston, penystone
penistonez	penistonez, penystonez
penistoni	penistoni, penystony
pentour	pentour
penultima	penultima
penultimo	penultimo
peper	peper, pepere, pepper
peperi	peperi, pepperi
peperquarn	peperquarn, peperquarne
peperquern	peperquern, peperquerne
peperquerni	peperquerni
pepin	pepin, pepyn, pepynne
pepir	pepir, peppir, pepyr
pepirquirn	pepirquirn, pepyrquyrne
per	per, pere, pir, pr, pre, pur, pure
percameni	percameni
percamenti	percamenti
percement	percement
percer	percer, perser, persor, persour
perchement	perchement
percisen	percisen, perrcisen
perdonatur	perdonatur
pererosin	pererosin
peresin	peresin, peresyne, perresyn
perewsen	perewsen
perfaum	perfaum, perfaume
perfum	perfum, perfume
pergameni	pergameni
pergameno	pergameno
pergamino	pergamino
perham	perham
peri	peri, pery, pueri
periclitati	periclitati
perie	perie, perye, piri
perl	perl, perle, perll, pirl, pirle
perlesin	perlesin
perlez	perlez
perlmensir	perlmensir, perlmensire
permacit	permacit, permacite, permacyte
permitat	permitat, permittat
permitatum	permitatum, permittatum
pern	pern, perne
perni	perni
perosen	perosen, perosene, perosin, perosyn, perrosen
persemont	persemont
perserern	perserern, persererne
pervenient	pervenient, perveniente
pes	pes, pese, pess, pesse
pesantz	pesantz, pessantz
pesen	pesen
peskin	peskin
pestel	pestel, pestelle
peter	peter
peticoot	peticoot, pettycoote
peticot	peticot, peticote, peticotte, petticotte, pettycote, petycote, petycotte
petilii	petilii, petillii
petir	petir, petyr
petiri	petiri
petit	petit
petito	petito
petr	petr, petre
petra	petra
petrarum	petrarum
petri	petri
peuk	peuk, peuke, pewk, pewke, pook, pooke
pewter	pewter, puter
pez	pez, peze
phano	phano
pi	pi
piamond	piamond, pyamonde
picche	picche, pich, piche, pitch, pitche, pych, pyche, pytche
picci	picci, pici, picii, pisi
pichard	pichard, picharde
pichelo	pichelo
piching	piching, pychyng
pichling	pichling, pychlyng
pickling	pickling, picling, pikeling, pikelyng, pikling, piklyng, pycklyng, pyclyng, pykeling, pykelinge, pykelyng, pykling, pyklyng
pictatoribu	pictatoribu
picth	picth, picthe
picti	picti, pycti
picto	picto
pictoribu	pictoribu
pictorum	pictorum
pictour	pictour
pictur	pictur, picture
picturi	picturi
pidfish	pidfish, pidfisshe, pydfish
pighling	pighling, pighlinge, pighlyng, pighlynge, pyghling, pyghlinge, pyghlyng, pyghlynge
pightlin	pightlin, pightline
pightling	pightling, pightlinge, pightlyng, pightlynge, pyghtling, pyghtlinge
pigthling	pigthling
piip	piip, piipe
pikar	pikar
piked	piked, pyked
piker	piker, pyker
piki	piki, pyky
piking	piking, pykkyng
pil	pil, pile, pill, pille, pyle
pila	pila
pilarum	pilarum, pillarum
pilato	pilato
pilaw	pilaw, pillawe
pilch	pilch, pilche, pylch
pilchard	pilchard, pilcharde, pylcharde
pilcherd	pilcherd, pilcherde, pylcherde
pilchi	pilchi, pylchi, pylchy
piler	piler, piller
pilew	pilew, pillewe
pili	pili, pilli
pilibu	pilibu, pillibu
pilloghe	pilloghe, pilogh
pillohe	pillohe, pillow, pillowe, pillowhe, piloh, pilow, pilowe, pilowh, pilowhe, pyllowe, pylow, pylowe
pillou	pillou, pilou
pilo	pilo
pilorum	pilorum
pilosarum	pilosarum
pilosi	pilosi
pilot	pilot, pilote, pilott, pylot, pylote
piloto	piloto, pyloto
pilw	pilw, pilwe
pimel	pimel, pymmell
pimienti	pimienti
pimper	pimper, pymper
pimperel	pimperel, pymperel, pymperele
pimpereli	pimpereli, pimperely
pimperiel	pimperiel, pymperiele
pimperneelarum	pimperneelarum, pimpernelarum, pimpernellarum, pymperneellarum, pympernellarum
pimpernel	pimpernel, pimpernele, pimpernelle, pympernel, pympernele, pympernelle
pimperneli	pimperneli, pimpernelli, pympernelli
pin	pin, pine, pinn, pinne, pyn, pyne, pynn, pynne
pinacl	pinacl, pinacle, pynacle
pinar	pinar
pincac	pincac, pincace, pyncace
pincas	pincas, pincase, pyncase
pincherni	pincherni
pinchornez	pinchornez, pynchornez
pind	pind, pynd, pynde
pineapl	pineapl, pyneaple
piner	piner, pynner
pinewhit	pinewhit, pynewhytte
pinez	pinez, pynnez
pini	pini, pinni, pinny, pynni, pynny, pyny
pinser	pinser, pinsour, pynser, pynsour
pinsin	pinsin, pynsyn
pinson	pinson, pynson
pinsoun	pinsoun, pynsoun
pint	pint, pinte, pynt, pynte
pintpot	pintpot, pintpotte
pintz	pintz, pyntz
pinwhit	pinwhit, pinwhite
pion	pion, pyone
pip	pip, pipe, pippe, pyp, pype, pyppe
pipa	pipa, pippa
pipam	pipam
pipen	pipen, pippen, pypen, pypenne, pyppen
piper	piper, pipere
piperi	piperi, pipery
pipernelarum	pipernelarum, pypernellarum
piperqueren	piperqueren
piperqweren	piperqweren
pipez	pipez
pipi	pipi, pippi, pipy, pyppy, pypy
pipid	pipid, pipyde
pipin	pipin, pippin, pippyn, pipyn, pypin, pyppin, pyppine, pyppyn, pyppyne, pypyn, pypynne
pipon	pipon, pippon
pipz	pipz
pirld	pirld, pirled
pirli	pirli, pirly
pirling	pirling
pirorum	pirorum
pis	pis, pise
pisarum	pisarum
pisc	pisc, pisce
piscator	piscator, piscatore
piscenario	piscenario
pisceri	pisceri
pisci	pisci
piscibu	piscibu, pisscibu, pyscibu
piscium	piscium, pyscium
piscum	piscum
piser	piser, pisere
pisibu	pisibu, pissibu
pisium	pisium, pissium
pistak	pistak, pistake
pit	pit, pyt
piteling	piteling, pitelinge, pitelyng, pitelynge
pith	pith, pithe
pitheling	pitheling, pithelyng
pithling	pithling, pithlinge, pithlyng, pythlynge
pitling	pitling, pitlinge, pytling
pitoribu	pitoribu, pittoribu
pix	pix
pixi	pixi
pixid	pixid, pixide
pixidibu	pixidibu
pixidum	pixidum
pizarum	pizarum
pl	pl, pul, pule
plaat	plaat
plac	plac, place
placuerit	placuerit
plaes	plaes, plaesse
plai	plai, play
plaic	plaic, plaice, playce
plaie	plaie, playe
plaieing	plaieing, playeing
plaieng	plaieng, playeng, pleing, pleyng
plaiing	plaiing, plaing, plaiyng, playing, playng, playnge
plain	plain, plaine, playn, playne
plais	plais, plaise, playse, playsse
plaister	plaister, plaistr, plaistre, plaistur, plaisture, playster
plaistour	plaistour
plan	plan, plane, planne
plana	plana
planing	planing, planyng, planynge
plank	plank, planke
plano	plano
plas	plas, plasse
plaster	plaster, plastr, plastre
plat	plat, plate, platt, platte
platarum	platarum
platearum	platearum
platei	platei
platel	platel, platelle
platenail	platenail, platenaille
plater	plater, platere, platter
platerarum	platerarum
platerz	platerz, platterz
platez	platez
platffissh	platffissh, platfish, platfissh
platfisch	platfisch, platfysch
plati	plati, platy
platnail	platnail, platnaille
platr	platr, plattre
plaustri	plaustri
plaustro	plaustro
pleiing	pleiing, pleying
plein	plein, pleine
plen	plen, plene
pleni	pleni
pleniu	pleniu
pleri	pleri
plester	plester
plici	plici
plight	plight
plis	plis, plise
plit	plit, plite, plyt, plyte
ploi	ploi, ploy
ploie	ploie, ploye
plu	plu
pludo	pludo
plum	plum, plumb, plumbe, plume
plumarum	plumarum
plumbei	plumbei
plumbeo	plumbeo
plumbi	plumbi, plumby
plumbo	plumbo
plumer	plumer
plumi	plumi
plumorum	plumorum
pluribu	pluribu
pluscularum	pluscularum
plusculi	plusculi
pluverii	pluverii
pman	pman
po	po, ppo
poced	poced, post, poste
poceti	poceti, pocetti
poceto	poceto, pocetto
poch	poch, poche, pock, pocke, pok, poke, pokke
pochio	pochio
pocket	pocket, pockete, pockett, pockette, pokat, pokate, pokit, pokyt
pocketi	pocketi, pocketti
pocketo	pocketo, pocketto
pockettz	pockettz, pocketz
podil	podil, podille
podoleswerk	podoleswerk
poeman	poeman
poi	poi, poy
poient	poient, poyente
poinet	poinet, poynet, poynette
poineti	poineti, poynetti
point	point, pointe, poynte, poyntte
pointez	pointez, poyntez
pointi	pointi, poynti
pointmaker	pointmaker, poyntmaker
pointz	pointz, poyntz
poisi	poisi, poysi
poiz	poiz
poket	poket, pokete, pokett, pokette, pokket, pokkete, pokkett, pokkette
poketa	poketa, poketta
poketez	poketez, pokettez
poketh	poketh
poketi	poketi, poketti, pokety
poketo	poketo, poketto
pokettulo	pokettulo, poketulo
pokettz	pokettz, poketz
pokez	pokez
poki	poki, pokky, poky
pokt	pokt, poktte
pol	pol, pole, polle
polain	polain, polayne
polainwark	polainwark, polaynwark
polan	polan, polane
polanewerk	polanewerk
polanwark	polanwark
polard	polard, polarde
polax	polax, pollax
polaxi	polaxi, polaxy, pollaxi
polcat	polcat, polcatte
poldav	poldav, poldave
poldavez	poldavez
poldavi	poldavi, poldavy
poldavie	poldavie, polldavye
poldron	poldron
poleax	poleax
poleinwark	poleinwark, poleynwark
polex	polex, pollex
polhax	polhax
poli	poli, polly
pollour	pollour, polour
pom	pom, pome
pomambr	pomambr, pomambre
pomandr	pomandr, pomandre
pomaner	pomaner
pomarum	pomarum
pomas	pomas, pomase
pomasi	pomasi
pomaunder	pomaunder, pomaundr, pomaundre, pomawnder, pommawnder
pomegarnad	pomegarnad, pomegarnade
pomegarnard	pomegarnard, pomegarnarde
pomegarnat	pomegarnat, pomegarnate
pomegarnet	pomegarnet, pomegarnette
pomegarneti	pomegarneti, pomegarnetti
pomegranat	pomegranat, pomegranate
pomegranet	pomegranet, pomegranette
pomei	pomei
pomel	pomel, pomelle, pomil, pommelle, pomylle
pomergarnat	pomergarnat, pomergarnate
pomerum	pomerum
pomes	pomes, pomese
pomgarnet	pomgarnet, pomgarnete, pomgarnette
pomi	pomi, pomy
pomigarnet	pomigarnet, pomigarnette
pomis	pomis, pomyse
pomorum	pomorum
ponch	ponch
poncheon	poncheon, ponchon, ponchone
ponchien	ponchien, ponchiene
ponchio	ponchio
ponchion	ponchion, ponchione, ponchyon, ponchyone
ponchoun	ponchoun
pond	pond, ponde
pondeant	pondeant, pondeante
pondel	pondel, pondelle
ponden	ponden
pondent	pondent
pondera	pondera
ponderant	ponderant, ponderante
ponderantem	ponderantem
ponderanti	ponderanti
ponderantibu	ponderantibu
ponderantribu	ponderantribu
ponderatibu	ponderatibu
ponderi	ponderi
pondir	pondir, pondyr
poniet	poniet, ponyette
ponit	ponit, ponyte
pont	pont, ponte
pontela	pontela, pontella
ponteli	ponteli, pontelli
pookat	pookat, pookate, pooket, pookete, pookett, pookette
poot	poot, poote
popei	popei, poppey
popeiai	popeiai, popejay
popel	popel, popelle
popellorum	popellorum, popelorum
popelot	popelot, poppelote
popenag	popenag
popesed	popesed, popesede
popet	popet, popette, poppette
popi	popi, poppi
popil	popil, popille, popl, pople, popylle
popili	popili, popilli
popilion	popilion, popylyon
popillorum	popillorum, popilorum
popin	popin, popyn
poping	poping, poppyng
popingai	popingai, popingay, popyngay
popingaie	popingaie, popingaii, popyngaye
popingei	popingei, popingey, popyngey
popingiai	popingiai, popingjay
popiniai	popiniai, popinjay
popli	popli
poplo	poplo
poplorum	poplorum
poplu	poplu
poppte	poppte, popt
popul	popul, populle
porci	porci
porco	porco
porcorum	porcorum
porcuum	porcuum
porpei	porpei, porpey
porpes	porpes, porpese
porpo	porpo
porpos	porpos, porpose
porpus	porpus, porpusse
porsi	porsi, porssi
port	port, porte
portagii	portagii
portagio	portagio
portatif	portatif
portativ	portativ, portative
portcules	portcules, portculess
porting	porting
portpin	portpin, portpyn, portpyne
portu	portu
portue	portue
portulat	portulat
portulato	portulato
portum	portum
posibli	posibli, possibly
posta	posta
postea	postea
posti	posti
pot	pot, pote, pott, potte
potag	potag, potage
potasch	potasch
potash	potash, potassh
potecarii	potecarii
poted	poted, potted
potel	potel, potell, potelle, pottelle
poteler	poteler, potelere, potellere, pottellere
poteli	poteli, potelli
potelpot	potelpot, potelpotte
potencher	potencher
poter	poter, potter
potez	potez, pottez
poth	poth, pothe
poti	poti, potti, potty
poticar	poticar, poticare
poticari	poticari, poticary
potsuger	potsuger
pottz	pottz, potz
pouch	pouch, pouche, powch, powche
pouchering	pouchering, poucheringe, poucherynge, pouchring, pouchrynge, powchring, powchrynge
pouchez	pouchez
pouchi	pouchi, powchi, powchy
pouder	pouder, powder, powdere, powdr, powdre
poudir	poudir, powdir
poudr	poudr, poudre
poudrati	poudrati
poudrebox	poudrebox
pought	pought, poughte
pounc	pounc, pounce
pounchering	pounchering, pouncherynge
pounchion	pounchion
pounchon	pounchon, pounchone
pounchong	pounchong, pounchonge
pound	pound, pounde, pownd, pownde
pounderant	pounderant, pounderante
pounderantibu	pounderantibu
poundgarnet	poundgarnet, poundgarnette
pours	pours, pourse
pow	pow
powchez	powchez
powderbox	powderbox, powdirbox
powl	powl, powlle
powld	powld, powlde
powldav	powldav, powldave
powt	powt, powte
powther	powther
prag	prag, prage, pragge
prak	prak, prake
precedent	precedent, precedente
precedenti	precedenti
precedentibu	precedentibu
preching	preching, prechyng
preci	preci
precii	precii
precularum	precularum
preculi	preculi
pred	pred
predic	predic
predict	predict, predicte
predicta	predicta, predycta
predictam	predictam, predictum
predicti	predicti
predicto	predicto
predictorum	predictorum
predictu	predictu
prefacto	prefacto
prefata	prefata
prefati	prefati
prefato	prefato
preist	preist, preyst, prist, pryste
prekar	prekar
preking	preking, prekyng
premer	premer, premere, premmer
prenominati	prenominati
prenominato	prenominato
prenotati	prenotati
prenotato	prenotato
prent	prent, prente
prented	prented
prentid	prentid, prentyd
pres	pres, press, presse
presai	presai
presbordi	presbordi, presbordy
prescripti	prescripti
prescripto	prescripto
presed	presed, pressed
presi	presi, pressi
presid	presid, pressid, presyd
presing	presing, pressing, pressyng
prest	prest
preterio	preterio
pretextu	pretextu
preun	preun, preune, prewn, prewne, proun, proune, pruen, pruene
prewni	prewni, prewny, pruni, pruny
pri	pri
pria	pria
priam	priam
pric	pric, price
priled	priled, prilled
prili	prili, puerili
prima	prima
primer	primer, primere, prymer, prymmer
primeri	primeri
primo	primo
primour	primour
prin	prin, pryne
printar	printar
printed	printed, printid, printyd, prynted
printing	printing, pryntyng
printng	printng, pryntnge
prior	prior, priore
priori	priori
pris	pris, prise
priscium	priscium
priu	priu
privato	privato
pro	pro
proien	proien, proyen
proin	proin, proyn, proyne
proinez	proinez, proynez
proini	proini, proyni
proisn	proisn, proysne
pronosticacioun	pronosticacioun
prop	prop
propri	propri, proprii
propria	propria
propriam	propriam
prout	prout
provenienti	provenienti
provest	provest
provinc	provinc, province
provincie	provincie
prown	prown, prowne
prowni	prowni, prowny
proxim	proxim, proxime
proxima	proxima
pruin	pruin, pruyne
prumorum	prumorum
prun	prun, prune, prunne
prunez	prunez
pruno	pruno
prunorum	prunorum
prwni	prwni, prwny
ptembri	ptembri
ptimo	ptimo
pu	pu
puch	puch, puche
puerilibu	puerilibu, puerillibu
puerilium	puerilium
puffin	puffin, pufin
pulpicas	pulpicas, pulpicasse
pult	pult, pulte
pultez	pultez
pultz	pultz
pulver	pulver, pulvere
pulveri	pulveri
pulveribu	pulveribu
pulverisati	pulverisati
pulverizata	pulverizata
pulverizati	pulverizati
pulverizato	pulverizato
pulverizatu	pulverizatu
pulw	pulw, pulwe
punch	punch
puncheon	puncheon, punchon, punchone, punchun
punchion	punchion, punchione, puncion
punct	punct, puncte
puncti	puncti
punctuatum	punctuatum
puntela	puntela, puntella
punteli	punteli, puntelli
pupai	pupai, puppay
pupet	pupet, puppette
purc	purc, purce
purci	purci, purcy
pured	pured
puring	puring, purynge
purpil	purpil, purpill, purpille, purpl, purple, purpylle
purpul	purpul, purpull, purpulle
purpur	purpur, purpure
purs	purs, purse, purss
purveiour	purveiour, purveour, purvier, purviour, purvyere, purvyour
purver	purver
pusan	pusan
put	put
putred	putred
putri	putri
putrid	putrid, putride
putridarum	putridarum
putridi	putridi
putridorum	putridorum
qu	qu
qua	qua
quacumque	quacumque
quadam	quadam
quaderpel	quaderpel, quaderpelle
quadespel	quadespel, quadespelle
quadraginta	quadraginta
quadrata	quadrata
quadrati	quadrati
quael	quael, quaele
quaer	quaer
quaier	quaier, quayer, queier, queir, queyer, queyr
quail	quail, quaile, quaille, quayle, quaylle, qwail, qwayle
quailepip	quailepip, quaylepipe
quailez	quailez, quaylez
quaili	quaili, quailli, quaily, quayly
quair	quair, quaire, quayr
qual	qual, quale
quali	quali, qualy
qualibet	qualibet
quam	quam
quandam	quandam, quondam, quondem
quantitat	quantitat, quantitate
quantitatem	quantitatem
quar	quar
quarel	quarel, quarelle, quarrelle
quareli	quareli, quarelli
quarn	quarn, quarne
quarneston	quarneston, quarnestone
quarntern	quarntern
quart	quart, quarte
quartam	quartam
quarteli	quarteli, quartelli
quartepot	quartepot, quartepotte
quarter	quarter, quartere
quarteren	quarteren, quartren
quarteri	quarteri, quarterri
quarteria	quarteria
quarterii	quarterii, quarterrii
quarterio	quarterio
quarterium	quarterium
quartern	quartern, quartirn, quarttyrne
quarteron	quarteron, quartron, quartrone
quarterspel	quarterspel, quarterspelle
quartespel	quartespel, quartespelle, quartesspelle, quartspel, quartspelle
quartez	quartez
quarto	quarto
quartodecimo	quartodecimo
quarton	quarton
quartpot	quartpot, quartpotte
quartrespel	quartrespel, quartrespelle
quartuor	quartuor
quartz	quartz
quarum	quarum
quaterni	quaterni, quaternii
quaterspel	quaterspel, quaterspelle
quatraginta	quatraginta
quatrata	quatrata
quatuor	quatuor
quatuordecem	quatuordecem
quatuordecim	quatuordecim
queled	queled, quelled
quelibet	quelibet
queren	queren, qweren, qwerene
querenston	querenston, querenstone, querenstonne, qwerenston
querenstoni	querenstoni, querenstony
querenstonz	querenstonz
querin	querin, queryn
quern	quern, querne, quirn, quyrne
querneston	querneston, quernestone, quirneston, quyrnestone
quernestonez	quernestonez
quernestoni	quernestoni, quernestony
querni	querni, querny
quernston	quernston, quernstone, quirnston, quyrnstone
quernstonez	quernstonez
quernstoni	quernstoni, quernstony
quernstonz	quernstonz
querstonez	querstonez
queshon	queshon, quesshon
qui	qui
quia	quia
quibib	quibib, quybibbe, quybibe, quybybe
quibibi	quibibi, quibiby
quibibu	quibibu
quibu	quibu
quibuscumque	quibuscumque
quibusdam	quibusdam
quibuslibet	quibuslibet
quicksilver	quicksilver, quicksyllver, quicksylver, quiksilver, quyksilver, quyksilvere, quyksylver
quicksilvir	quicksilvir, quicksylvyr, quycksylvyr
quidem	quidem
quielt	quielt, quielte
quik	quik, quique, quyk
quikesilver	quikesilver, quykesylver
quil	quil, quile, quille, quyle, quylle, qwil, qwille
quili	quili, quylli
quilt	quilt, quilte, quyllte, quylt, quylte, quyltte, qwilt, qwylt, qwylte
quilted	quilted, quylted, qwilted
quilti	quilti, quylti, quylty
quiltid	quiltid, quyltyd
quiltr	quiltr, quyltre
quindecem	quindecem
quindecim	quindecim, quyndecim
quingenti	quingenti
quinquaginta	quinquaginta
quinque	quinque
quint	quint, quynt
quintal	quintal, quintall, quintalle, quyntall, quyntalle
quintali	quintali, quintalli
quintallo	quintallo, quintalo, quyntallo
